name,position,GP,fg_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,ft_per_g,fta_per_g,ft_pct,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pts_per_g
Josh Hart,SG,70,5.3,10.0,.531,1.1,3.3,.332,2.1,2.7,.779,9.7,5.8,1.5,0.4,2.0,13.8
Tobias Harris,PF,69,5.3,11.2,.472,1.2,3.7,.336,2.0,2.3,.867,6.1,2.2,1.0,0.8,1.1,13.8
Aaron Gordon,PF,45,4.9,9.3,.528,1.5,3.2,.459,2.6,3.3,.799,4.9,3.1,0.4,0.2,1.4,13.9
Dyson Daniels,SG,68,5.9,12.2,.482,1.1,3.2,.344,1.1,1.9,.594,5.8,4.3,3.1,0.7,2.0,13.9
Dillon Brooks,SF,70,5.1,11.9,.423,2.5,6.3,.394,1.4,1.6,.826,3.8,1.8,0.8,0.2,1.1,13.9
Quentin Grimes,SG,21,7.9,16.0,.494,3.0,7.6,.390,3.4,4.5,.747,5.0,4.3,1.6,0.5,2.8,22.1
Quentin Grimes,SG,47,3.6,7.8,.463,1.7,4.3,.398,1.3,1.7,.765,3.8,2.1,0.7,0.2,1.3,10.2
Quentin Grimes,SG,68,4.9,10.3,.478,2.1,5.3,.394,2.0,2.6,.756,4.2,2.8,1.0,0.3,1.8,13.9
Amen Thompson,SF,63,5.6,10.1,.553,0.3,1.3,.268,2.5,3.7,.681,8.3,3.6,1.4,1.3,2.0,14.0
Tre Mann,PG,13,5.4,12.4,.435,1.8,4.6,.400,1.5,1.6,.905,2.9,3.0,0.5,0.3,1.9,14.1
Klay Thompson,SF,65,5.1,12.4,.412,3.0,7.7,.391,1.0,1.1,.901,3.6,2.1,0.7,0.4,1.3,14.2
Payton Pritchard,PG,72,5.0,10.7,.466,3.3,8.0,.413,0.9,1.1,.838,3.8,3.4,0.9,0.2,1.0,14.2
Stephon Castle,PG,71,5.1,11.9,.427,1.2,4.1,.288,2.8,4.0,.715,3.3,3.7,1.0,0.3,2.1,14.2
Josh Giddey,PG,64,5.2,11.2,.469,1.5,4.0,.384,2.3,3.0,.775,7.8,7.0,1.2,0.6,2.8,14.3
Fred VanVleet,PG,55,4.9,12.8,.381,2.7,7.8,.346,1.9,2.3,.829,3.9,5.5,1.6,0.4,1.5,14.4
Jerami Grant,PF,47,4.6,12.2,.373,2.3,6.3,.365,3.0,3.5,.849,3.5,2.1,0.9,1.0,1.4,14.4
Gradey Dick,SG,54,4.9,12.0,.410,2.1,6.0,.350,2.5,2.9,.858,3.6,1.8,0.9,0.2,1.5,14.4
Deandre Ayton,C,40,6.6,11.7,.566,0.2,0.8,.188,1.0,1.5,.667,10.2,1.6,0.8,1.0,1.7,14.4
Naz Reid,C,73,5.4,11.8,.462,2.3,5.9,.389,1.4,1.8,.767,6.1,2.3,0.8,0.9,1.3,14.6
Jakob Poeltl,C,55,6.4,10.2,.630,0.0,0.1,.333,1.7,2.6,.669,9.7,2.8,1.2,1.2,1.9,14.6
P.J. Washington,PF,51,5.3,11.9,.447,1.6,4.3,.378,2.5,3.5,.733,7.9,2.3,1.2,1.1,2.0,14.8
Chet Holmgren,C,26,5.3,10.8,.493,1.3,3.6,.355,3.0,4.1,.720,8.4,1.8,0.8,2.3,1.8,14.8
Kyle Kuzma,PF,24,5.3,12.3,.429,1.3,4.5,.287,2.4,3.5,.679,6.5,2.3,0.5,0.3,2.2,14.2
Kyle Kuzma,PF,32,6.0,14.2,.420,1.4,5.0,.281,1.8,3.1,.602,5.8,2.5,0.6,0.2,2.3,15.2
Kyle Kuzma,PF,56,5.7,13.4,.423,1.4,4.8,.284,2.1,3.3,.637,6.1,2.4,0.6,0.2,2.3,14.8
Kelly Oubre Jr.,SF,60,5.8,12.4,.470,1.2,4.0,.293,2.3,3.1,.751,6.1,1.8,1.5,0.5,1.3,15.1
Christian Braun,SG,73,5.9,10.3,.574,1.1,2.8,.394,2.2,2.7,.824,5.1,2.5,1.1,0.5,1.0,15.2
Mark Williams,C,39,6.2,10.2,.606,0.0,0.0,.000,3.0,3.7,.801,10.1,2.6,0.7,1.3,1.4,15.3
Jared McCain,SG,23,5.5,11.9,.460,2.2,5.8,.383,2.1,2.4,.875,2.4,2.6,0.7,0.0,1.6,15.3
Myles Turner,C,65,5.4,11.3,.481,2.2,5.5,.402,2.4,3.1,.781,6.6,1.6,0.8,1.9,1.7,15.5
Deni Avdija,SF,68,5.2,11.1,.471,1.7,4.6,.369,3.9,5.0,.775,7.0,3.8,0.9,0.5,2.6,16.0
Bennedict Mathurin,SF,67,5.5,11.9,.466,1.4,4.0,.352,3.7,4.4,.839,5.4,1.9,0.6,0.4,1.9,16.1
Jalen Suggs,PG,35,5.6,13.7,.410,2.2,6.9,.314,2.8,3.1,.882,4.0,3.7,1.5,0.9,2.9,16.2
Paul George,PF,41,6.0,13.9,.430,2.3,6.5,.358,1.9,2.4,.814,5.3,4.3,1.8,0.5,2.6,16.2
Jordan Clarkson,SG,37,5.4,13.3,.408,2.3,6.3,.362,3.1,3.9,.797,3.2,3.7,0.8,0.2,2.3,16.2
Malik Beasley,SG,74,5.6,12.8,.436,3.9,9.2,.422,1.1,1.7,.672,2.7,1.8,0.9,0.1,1.1,16.2
Jonathan Kuminga,PF,40,5.8,12.8,.455,1.1,3.4,.319,3.6,5.4,.662,4.7,2.3,0.9,0.5,1.5,16.3
Ivica Zubac,C,71,7.3,11.7,.622,0.0,0.0,,1.9,3.0,.643,12.5,2.5,0.7,1.2,1.6,16.5
Derrick White,SG,69,5.6,12.7,.442,3.5,9.1,.386,1.8,2.2,.840,4.3,4.5,1.0,1.0,1.6,16.5
Devin Vassell,SG,57,6.2,14.1,.443,2.4,6.7,.363,1.6,2.0,.805,4.0,2.9,1.3,0.6,1.4,16.5
Keyonte George,PG,60,5.3,13.5,.393,2.6,7.4,.344,3.5,4.3,.808,3.7,5.8,0.7,0.2,2.7,16.6
De'Andre Hunter,SF,21,4.5,9.1,.492,2.1,4.8,.440,2.8,3.3,.843,4.1,1.1,0.5,0.2,0.8,13.9
De'Andre Hunter,SF,37,6.1,13.3,.461,2.6,6.7,.393,4.1,4.8,.858,3.9,1.5,0.8,0.1,1.6,19.0
De'Andre Hunter,SF,58,5.5,11.8,.470,2.4,6.0,.406,3.6,4.2,.854,4.0,1.4,0.7,0.2,1.3,17.1
Jimmy Butler,SF,21,5.2,11.9,.438,0.5,2.5,.212,6.4,7.6,.843,6.3,6.2,1.2,0.3,1.6,17.3
Jimmy Butler,PF,25,5.7,10.5,.540,0.5,1.4,.361,5.2,6.4,.801,5.2,4.8,1.1,0.4,1.2,17.0
Jimmy Butler,SF,46,5.5,11.1,.490,0.5,1.9,.273,5.7,7.0,.822,5.7,5.4,1.2,0.3,1.4,17.2
Bradley Beal,SG,48,6.6,13.1,.505,1.9,4.9,.395,2.2,2.7,.813,3.4,3.6,1.0,0.5,1.9,17.3
Immanuel Quickley,PG,30,5.6,13.4,.420,2.6,6.8,.380,3.6,4.2,.865,3.5,5.8,0.7,0.1,1.8,17.5
Dejounte Murray,PG,31,6.3,15.9,.393,1.7,5.6,.299,3.3,4.0,.823,6.5,7.4,2.0,0.4,3.4,17.5
OG Anunoby,PF,67,6.4,13.6,.470,2.3,6.1,.369,2.4,2.9,.816,4.7,2.1,1.5,0.9,1.3,17.5
Jaden Ivey,SG,30,6.3,13.8,.460,2.1,5.1,.409,2.8,3.9,.733,4.1,4.0,0.9,0.4,3.0,17.6
Bam Adebayo,C,71,6.7,13.9,.485,0.9,2.7,.325,3.2,4.2,.764,9.7,4.3,1.3,0.7,2.2,17.6
Shaedon Sharpe,SG,66,6.7,14.8,.450,2.0,6.3,.309,2.4,3.1,.797,4.3,2.6,0.8,0.2,2.0,17.7
Mikal Bridges,SF,73,7.3,14.7,.498,2.1,5.9,.353,1.1,1.4,.796,3.2,3.6,1.0,0.5,1.6,17.9
Malik Monk,SG,59,6.7,14.9,.447,2.2,6.8,.329,2.5,2.8,.873,3.8,5.8,1.0,0.6,2.4,18.0
Collin Sexton,SG,59,6.5,13.7,.476,1.8,4.4,.405,3.4,3.9,.861,2.8,4.2,0.7,0.1,2.6,18.2
Michael Porter Jr.,SF,72,6.9,13.7,.504,2.5,6.3,.398,1.9,2.5,.764,7.0,2.2,0.7,0.5,1.3,18.2
Andrew Wiggins,SF,15,7.1,15.2,.465,2.2,6.0,.367,3.6,4.7,.761,4.1,3.2,1.1,1.1,2.7,19.9
Andrew Wiggins,SF,43,6.1,13.7,.444,2.2,5.8,.379,3.2,4.2,.777,4.6,2.4,0.9,0.8,1.3,17.6
Andrew Wiggins,SF,58,6.3,14.1,.450,2.2,5.8,.376,3.3,4.3,.772,4.4,2.6,1.0,0.8,1.7,18.2
Nikola VuÄeviÄ,C,65,7.5,14.2,.530,1.8,4.5,.401,1.6,2.0,.803,10.1,3.4,0.8,0.7,1.6,18.5
Evan Mobley,PF,65,7.2,12.7,.564,1.1,3.1,.367,3.1,4.2,.727,9.3,3.1,0.8,1.6,2.0,18.5
Tyrese Haliburton,PG,66,6.5,13.9,.469,3.0,7.8,.386,2.6,3.0,.863,3.5,9.2,1.5,0.6,1.7,18.6
Julius Randle,PF,61,6.5,13.5,.481,1.5,4.4,.330,4.2,5.2,.808,7.0,4.7,0.7,0.2,2.8,18.7
Desmond Bane,SG,61,6.9,14.4,.481,2.2,5.8,.385,2.6,2.9,.883,6.1,5.5,1.2,0.4,2.5,18.7
Cameron Johnson,PF,56,6.3,13.2,.475,2.8,7.2,.392,3.5,3.9,.890,4.3,3.3,0.9,0.4,1.8,18.8
Jalen Johnson,SF,36,7.5,15.1,.500,1.2,3.9,.312,2.6,3.5,.746,10.0,5.0,1.6,1.0,2.9,18.9
Domantas Sabonis,C,61,7.5,12.6,.591,1.0,2.3,.408,3.1,4.2,.745,14.0,6.1,0.6,0.4,3.0,19.0
Lauri Markkanen,PF,47,6.3,14.9,.423,2.9,8.5,.346,3.4,3.9,.876,5.9,1.5,0.7,0.4,1.4,19.0
John Collins,PF,40,7.0,13.3,.527,1.5,3.7,.399,3.5,4.1,.848,8.2,2.0,1.0,1.0,2.6,19.0
Alperen ÅengÃ¼n,C,70,7.5,15.1,.497,0.3,1.3,.236,3.9,5.6,.693,10.5,4.9,1.1,0.8,2.6,19.2
Anfernee Simons,SG,69,6.9,16.0,.429,3.1,8.5,.366,2.5,2.7,.905,2.7,4.8,0.8,0.1,2.0,19.3
Scottie Barnes,PF,59,7.3,16.4,.445,1.2,4.4,.268,3.7,4.9,.770,7.8,5.9,1.5,1.0,2.9,19.5
Kristaps PorziÅÄ£is,C,37,6.7,13.7,.489,2.4,5.8,.403,3.9,4.8,.815,7.0,2.0,0.8,1.6,1.2,19.7
Austin Reaves,SG,65,6.5,14.2,.454,2.6,7.2,.358,4.4,5.0,.880,4.4,5.9,1.1,0.3,2.4,19.9
Coby White,SG,66,6.9,15.5,.446,3.0,8.3,.367,3.5,4.0,.897,3.5,4.5,1.0,0.2,2.3,20.4
Jordan Poole,SG,63,6.7,15.7,.429,3.5,9.2,.379,3.5,4.0,.880,3.1,4.5,1.3,0.4,3.1,20.4
Kawhi Leonard,SF,30,8.0,16.1,.494,2.1,5.1,.408,2.5,3.1,.798,5.8,3.1,1.5,0.5,1.9,20.5
Pascal Siakam,PF,72,8.0,15.2,.525,1.7,4.2,.391,3.0,4.0,.745,6.9,3.4,0.9,0.5,1.4,20.6
Miles Bridges,PF,58,7.4,17.2,.430,2.3,7.1,.316,3.5,4.0,.870,7.7,3.9,0.7,0.7,2.1,20.6
Darius Garland,PG,69,7.4,15.7,.472,2.9,7.1,.403,3.0,3.4,.885,2.9,6.7,1.2,0.2,2.6,20.7
Brandon Miller,SF,27,7.3,18.2,.403,3.9,10.9,.355,2.5,2.9,.861,4.9,3.6,1.1,0.7,2.8,21.0
CJ McCollum,PG,56,7.9,17.9,.444,3.1,8.2,.373,2.2,3.1,.717,3.8,4.1,0.8,0.4,1.9,21.1
Trey Murphy III,SF,53,7.2,15.8,.454,3.0,8.3,.361,3.8,4.3,.887,5.1,3.5,1.1,0.7,1.9,21.2
Jalen Williams,SG,62,8.0,16.8,.478,1.8,5.0,.364,3.4,4.2,.794,5.5,5.3,1.6,0.7,2.2,21.3
RJ Barrett,SF,54,8.0,16.9,.471,1.9,5.2,.353,3.5,5.4,.646,6.5,5.6,0.8,0.3,3.0,21.3
Jalen Green,SG,74,7.6,17.9,.425,2.9,8.4,.349,3.3,4.1,.815,4.7,3.4,0.9,0.3,2.5,21.5
Jamal Murray,PG,65,8.0,16.8,.476,2.4,6.0,.396,3.2,3.7,.887,3.8,6.0,1.4,0.5,2.0,21.6
DeMar DeRozan,SF,68,8.0,16.7,.481,1.1,3.2,.341,4.8,5.6,.868,3.9,4.4,0.9,0.4,1.4,22.0
Brandon Ingram,SF,18,8.6,18.5,.465,2.4,6.4,.374,2.6,3.1,.855,5.6,5.2,0.9,0.6,3.8,22.2
Ja Morant,PG,43,7.7,17.0,.449,1.5,5.3,.291,5.5,6.6,.834,4.1,7.4,1.2,0.3,3.7,22.3
Norman Powell,SG,52,7.8,15.9,.487,3.1,7.3,.424,3.8,4.6,.820,3.3,2.2,1.3,0.2,1.9,22.4
Jaren Jackson Jr.,C,66,8.1,16.4,.494,1.9,5.1,.375,4.3,5.5,.776,5.6,2.1,1.3,1.6,2.1,22.4
James Harden,PG,70,6.5,16.3,.400,3.0,8.6,.350,6.5,7.4,.875,5.8,8.6,1.4,0.7,4.4,22.5
Jaylen Brown,SF,58,8.4,18.2,.459,1.9,5.8,.320,4.0,5.2,.762,5.9,4.6,1.3,0.3,2.6,22.6
Zach LaVine,SG,23,7.9,15.4,.513,2.8,6.9,.409,2.9,3.3,.868,3.7,3.8,0.7,0.1,2.8,21.5
Zach LaVine,SF,42,8.6,16.9,.511,3.2,7.3,.446,3.5,4.3,.797,4.8,4.5,0.9,0.2,2.9,24.0
Zach LaVine,SF,65,8.4,16.4,.512,3.1,7.1,.433,3.2,4.0,.818,4.4,4.3,0.8,0.2,2.9,23.1
De'Aaron Fox,PG,17,7.4,16.5,.446,1.5,5.6,.274,3.5,4.2,.819,4.3,6.8,1.5,0.3,2.4,19.7
De'Aaron Fox,PG,45,9.2,19.6,.469,2.0,6.4,.322,4.5,5.5,.829,5.0,6.1,1.5,0.4,3.0,25.0
De'Aaron Fox,PG,62,8.7,18.8,.463,1.9,6.1,.310,4.2,5.1,.827,4.8,6.3,1.5,0.4,2.8,23.5
Tyler Herro,SG,70,8.3,17.9,.467,3.3,9.0,.373,3.6,4.1,.868,5.2,5.6,0.9,0.2,2.6,23.6
Joel Embiid,C,19,7.4,16.6,.444,1.2,4.1,.299,7.8,8.9,.882,8.2,4.5,0.7,0.9,3.3,23.8
Cam Thomas,SG,25,8.0,18.2,.438,2.7,7.8,.349,5.3,6.0,.881,3.3,3.8,0.6,0.1,2.5,24.0
Donovan Mitchell,SG,67,8.2,18.6,.441,3.3,9.0,.368,4.2,5.1,.827,4.4,4.9,1.3,0.2,2.1,24.0
Trae Young,PG,68,7.5,18.1,.412,2.8,8.4,.336,6.4,7.3,.875,3.1,11.4,1.2,0.2,4.8,24.1
Stephen Curry,PG,61,7.9,17.8,.444,4.4,11.2,.392,3.9,4.2,.926,4.3,6.0,1.1,0.4,2.9,24.1
Victor Wembanyama,C,46,8.9,18.6,.476,3.1,8.8,.352,3.4,4.1,.836,11.0,3.7,1.1,3.8,3.2,24.3
Franz Wagner,SF,54,9.0,19.5,.460,1.7,5.8,.293,4.6,5.4,.865,5.8,4.7,1.3,0.4,2.4,24.3
Karl-Anthony Towns,C,66,8.9,16.9,.523,2.1,4.9,.424,4.7,5.7,.826,12.8,3.2,1.0,0.7,2.6,24.5
LeBron James,SF,62,9.4,18.4,.512,2.1,5.8,.373,3.6,4.7,.768,8.2,8.5,0.9,0.6,3.8,24.5
Zion Williamson,PF,30,9.6,16.9,.567,0.1,0.4,.231,5.3,8.0,.656,7.2,5.3,1.2,0.9,3.0,24.6
Kyrie Irving,SG,50,8.9,18.9,.473,2.9,7.2,.401,3.9,4.3,.916,4.8,4.6,1.3,0.5,2.2,24.7
Damian Lillard,PG,58,7.7,17.1,.448,3.4,9.0,.376,6.2,6.8,.921,4.7,7.1,1.2,0.2,2.8,24.9
LaMelo Ball,PG,47,8.6,21.3,.405,3.8,11.2,.339,4.1,4.9,.843,4.9,7.4,1.1,0.3,3.6,25.2
Anthony Davis,PF,3,7.0,15.3,.457,1.0,3.0,.333,2.7,4.3,.615,9.7,4.0,0.7,1.3,1.0,17.7
Anthony Davis,C,42,9.5,18.0,.528,0.7,2.2,.298,6.0,7.6,.788,11.9,3.4,1.3,2.1,2.2,25.7
Anthony Davis,PF,45,9.4,17.9,.524,0.7,2.3,.301,5.8,7.4,.781,11.7,3.4,1.2,2.1,2.1,25.2
Devin Booker,SG,68,8.4,18.6,.453,2.6,7.5,.340,5.9,6.6,.895,4.1,7.1,1.0,0.2,2.8,25.3
Cade Cunningham,PG,66,9.6,20.7,.462,2.1,6.0,.354,4.5,5.2,.858,6.1,9.2,1.0,0.7,4.5,25.7
Paolo Banchero,PF,40,8.9,19.6,.456,2.0,6.0,.328,6.1,8.4,.724,7.3,4.7,0.8,0.7,2.9,25.9
Tyrese Maxey,PG,52,9.2,21.0,.437,3.1,9.2,.337,4.9,5.6,.879,3.3,6.1,1.8,0.4,2.4,26.3
Jalen Brunson,PG,61,9.1,18.7,.490,2.3,6.0,.384,5.7,7.0,.825,3.0,7.4,1.0,0.1,2.5,26.3
Kevin Durant,PF,61,9.6,18.2,.527,2.6,6.0,.431,5.0,5.9,.839,6.0,4.3,0.8,1.3,3.1,26.8
Jayson Tatum,PF,66,9.3,20.4,.455,3.6,10.2,.352,5.0,6.2,.809,8.7,6.0,1.1,0.5,3.0,27.1
Anthony Edwards,SG,71,9.0,20.3,.440,4.0,10.1,.395,5.3,6.3,.840,5.7,4.6,1.1,0.6,3.2,27.2
Luka DonÄiÄ,PG,20,8.4,20.3,.415,3.8,10.0,.375,6.9,8.8,.784,8.6,7.8,1.7,0.5,4.2,27.5
Luka DonÄiÄ,PG,22,9.8,21.2,.464,3.4,9.6,.354,5.1,6.6,.767,8.3,7.8,2.0,0.4,3.4,28.1
Luka DonÄiÄ,PG,42,9.1,20.7,.441,3.6,9.8,.364,6.0,7.7,.776,8.5,7.8,1.9,0.5,3.8,27.8
Nikola JokiÄ,C,64,11.2,19.4,.574,1.9,4.6,.412,5.0,6.3,.803,12.8,10.2,1.8,0.7,3.3,29.3
Giannis Antetokounmpo,PF,60,11.9,19.8,.601,0.2,0.8,.180,6.3,10.4,.604,12.0,6.0,0.8,1.2,3.2,30.2
Shai Gilgeous-Alexander,PG,70,11.4,21.7,.522,2.1,5.7,.370,8.0,8.9,.901,5.0,6.3,1.8,1.0,2.5,32.9
